image,output,flag,username,timestamp
c:\Users\Croma\OneDrive\Desktop\Python\HandSignDetection\Application\flagged\image\ecd5a64352116060b512beb0dd6d496d3e4259a8\tmp9699uya_.png,c:\Users\Croma\OneDrive\Desktop\Python\HandSignDetection\Application\flagged\output\2ae45562b0e6cebd43d3e057952fced1f3843520\tmp2hyv2md0.png,,,2023-06-30 19:03:26.722286
